date,player1,Rank 1,胜/负,player2,Rank 2
2023/2/18,乔治·朱利安·保罗,199,胜,Mohamed Abderrahime BELARBI,
2023/2/17,乔治·朱利安·保罗,199,胜,Felix Dureil NKONOMO  ,
2023/2/16,乔治·朱利安·保罗,199,胜,艾哈迈德·萨拉,
2023/2/16,乔治·朱利安·保罗,199,胜,Adel HAMEK,174
2023/2/15,乔治·朱利安·保罗,199,负,阿努奥卢瓦波·朱翁·奥佩约里,126
2023/2/14,乔治·朱利安·保罗,199,胜,ASSING Aaron,
2023/2/13,乔治·朱利安·保罗,199,胜,Tsamorena Kevin KGOS ,
2024/11/28,詹俊为,56,负,郑加恒,39
2024/11/27,詹俊为,56,胜,桑卡尔·苏布拉玛尼安,72
2024/10/30,詹俊为,52,负,Prahdiska Bagas SHUJIWO,149
2024/10/17,詹俊为,58,负,黄郁岂,81
2024/10/16,詹俊为,58,胜,王振宇,136
2024/9/25,詹俊为,55,负,阿尔维·法汉,47
2024/9/11,詹俊为,61,负,克里斯托·波波夫,28
2024/9/4,詹俊为,65,负,戚又仁,42
2024/8/8,詹俊为,72,胜,刘宇轩,
2024/8/7,詹俊为,72,胜,庞立仁,
2024/6/23,詹俊为,61,负,李佳豪,31
2024/6/22,詹俊为,61,胜,郑楷,
2024/6/21,詹俊为,61,胜,Lokesh Reddy KALAGO ,
2024/6/20,詹俊为,61,胜,许家维,198
2024/6/19,詹俊为,61,胜,廖倬甫,108
2024/5/21,詹俊为,61,负,Sathish Kumar KARUNAKARAN,49
2024/4/28,詹俊为,63,胜,尤赫夫·萨布里·梅德尔,
2024/3/26,詹俊为,62,负,郑加恒,
2024/3/19,詹俊为,60,负,柯林斯·瓦伦丁·菲利蒙,84
2024/3/15,詹俊为,62,负,高桥洸士,70
2024/3/14,詹俊为,62,胜,全奕陈,51
2024/3/13,詹俊为,62,胜,米沙·西尔伯曼,48
2024/2/28,詹俊为,62,负,卢卡斯·克拉尔布特,87
2024/2/1,詹俊为,61,负,马克·卡尔尤,51
2024/1/31,詹俊为,61,胜,扬·劳达,50
2023/12/9,詹俊为,63,负,Yohanes Saut MARCELLYNO,179
2023/12/8,詹俊为,63,胜,卡蒂基·古山·库马尔,134
2023/12/7,詹俊为,63,胜,萨凡卡尔·戴伊,
2023/12/6,詹俊为,63,胜,戚又仁,40
2023/12/5,詹俊为,63,胜,Alap MISHRA,110
2023/11/30,詹俊为,61,负,戚又仁,48
2023/11/29,詹俊为,61,胜,谢萨·希伦·雷斯塔维托,53
2023/11/2,詹俊为,60,负,郑加恒,65
2023/10/25,詹俊为,61,负,Yohanes Saut MARCELLYNO,
2023/9/12,詹俊为,50,负,卡勒·科利约宁,57
2023/9/12,詹俊为,50,胜,Ricky CHENG,
2023/9/6,詹俊为,47,负,大林拓真,51
2023/7/26,詹俊为,46,负,乔纳坦·克里斯蒂,
2023/7/19,詹俊为,45,负,周天成,
2023/7/5,詹俊为,41,负,李卓耀,
2023/6/22,詹俊为,44,负,伍家朗,
2023/6/21,詹俊为,44,胜,全奕陈,
2023/6/7,詹俊为,45,负,李诗沣,
2023/5/31,詹俊为,46,负,李诗沣,
2023/5/23,詹俊为,45,负,李佳豪,
2023/4/5,詹俊为,42,负,马格努斯·约翰内森,49
2023/3/29,詹俊为,41,负,克里斯蒂安·阿迪纳塔,
2023/3/23,詹俊为,41,负,黄智勇,
2023/3/22,詹俊为,41,胜,刘国伦,33
2023/3/8,詹俊为,42,负,西本拳太,
2023/2/2,詹俊为,44,负,伍家朗,
2023/2/1,詹俊为,44,胜,坎塔蓬·旺差伦,30
2023/1/25,詹俊为,47,负,伍家朗,
2023/1/24,詹俊为,47,胜,塞·帕拉内斯·巴米迪帕提,51
2023/1/24,詹俊为,47,胜,渡边航贵,
2024/11/30,Uriel Francisco CANJU,78,负,Mark Shelley ALCALA,130
2024/11/29,Uriel Francisco CANJU,78,胜,Jonathan MATIAS,77
2024/11/28,Uriel Francisco CANJU,78,胜,Alvaro LEAL,
2024/11/27,Uriel Francisco CANJU,78,胜,Miguel ESTEVE,
2024/11/27,Uriel Francisco CANJU,78,胜,Saket THAVANANI,
2024/11/14,Uriel Francisco CANJU,68,负,Kian-Yu OEI,116
2024/10/30,Uriel Francisco CANJU,74,负,乔瓦尼·托蒂,80
2024/7/31,Uriel Francisco CANJU,50,负,骆建佑,13
2024/7/30,Uriel Francisco CANJU,50,负,扬·劳达,63
2024/6/28,Uriel Francisco CANJU,56,负,渡边航贵,20
2024/6/27,Uriel Francisco CANJU,56,胜,阮日,44
2024/6/26,Uriel Francisco CANJU,56,胜,凯文·科登,39
2024/5/9,Uriel Francisco CANJU,55,负,Iqbal Diaz SYAHPUTRA,
2024/5/2,Uriel Francisco CANJU,56,负,岩野滉也,
2024/4/13,Uriel Francisco CANJU,56,负,凯文·科登,39
2024/4/12,Uriel Francisco CANJU,56,胜,杨灿,23
2024/4/11,Uriel Francisco CANJU,56,胜,舒之颢,77
2024/4/11,Uriel Francisco CANJU,56,胜,Adriano VIALE AGUIRRE,130
2024/4/10,Uriel Francisco CANJU,56,胜,Kevin Arokia WALTER,196
2024/3/27,Uriel Francisco CANJU,54,负,苏力扬,30
2024/3/19,Uriel Francisco CANJU,54,负,Sathish Kumar KARUNAKARAN,47
2024/2/17,Uriel Francisco CANJU,54,胜,Jordan LEE,
2024/2/16,Uriel Francisco CANJU,54,负,Adriano VIALE AGUIRRE,130
2024/2/15,Uriel Francisco CANJU,54,负,杨灿,23
2024/2/15,Uriel Francisco CANJU,54,负,凯文·科登,41
2024/2/9,Uriel Francisco CANJU,53,负,萨米尔·维尔马,75
2023/12/1,Uriel Francisco CANJU,52,负,乔瓦尼·托蒂,72
2023/11/30,Uriel Francisco CANJU,52,胜,Kian-Yu OEI,191
2023/11/30,Uriel Francisco CANJU,52,胜,Adriano VIALE AGUIRRE,123
2023/11/19,Uriel Francisco CANJU,52,胜,乔瓦尼·托蒂,78
2023/11/18,Uriel Francisco CANJU,52,胜,Fabio CAPONIO,91
2023/11/17,Uriel Francisco CANJU,52,胜,Quinn VAN DE LEUV,
2023/11/17,Uriel Francisco CANJU,52,胜,Al-Hassan SOMEDJO,
2023/11/16,Uriel Francisco CANJU,52,胜,Matthaus JOACHIM,
2023/10/24,Uriel Francisco CANJU,59,负,杨灿,27
2023/10/23,Uriel Francisco CANJU,59,胜,舒之颢,94
2023/10/22,Uriel Francisco CANJU,59,胜,Miguel QUIRAMA,
2023/10/21,Uriel Francisco CANJU,59,胜,Job CASTILLO,134
2023/10/15,Uriel Francisco CANJU,60,负,Fabio CAPONIO,88
2023/10/14,Uriel Francisco CANJU,60,胜,乔瓦尼·托蒂,84
2023/10/13,Uriel Francisco CANJU,60,胜,Mark Shelley ALCALA,108
2023/10/12,Uriel Francisco CANJU,60,胜,卢卡·瓦贝尔,113
2023/9/22,Uriel Francisco CANJU,56,负,乔瓦尼·托蒂,91
2023/9/22,Uriel Francisco CANJU,56,胜,Justin MA,149
2023/9/21,Uriel Francisco CANJU,56,胜,Gergo PYTEL,153
2023/9/9,Uriel Francisco CANJU,60,负,伊戈尔·科埃略,52
2023/9/8,Uriel Francisco CANJU,60,胜,路易斯·拉蒙·加里多,147
2023/9/7,Uriel Francisco CANJU,60,胜,Ryan MA,
2023/9/6,Uriel Francisco CANJU,60,胜,Luis Armando MONTOYA NAVARRO,
2023/8/23,Uriel Francisco CANJU,62,负,伍家朗,17
2023/8/21,Uriel Francisco CANJU,62,胜,B.R.桑吉尔斯,136
2023/7/12,Uriel Francisco CANJU,61,负,苏力扬,38
2023/6/17,Uriel Francisco CANJU,60,负,马克·卡尔尤,47
2023/6/16,Uriel Francisco CANJU,60,胜,林冠廷,96
2023/6/10,Uriel Francisco CANJU,60,负,黄郁岂,87
2023/6/9,Uriel Francisco CANJU,60,胜,DANYLO BOSNIUK,91
2023/5/5,Uriel Francisco CANJU,67,负,村本龙马,
2023/5/5,Uriel Francisco CANJU,67,胜,卢卡·瓦贝尔,108
2023/5/4,Uriel Francisco CANJU,67,胜,Jeppe BRUUN,
2023/5/3,Uriel Francisco CANJU,67,胜,Job CASTILLO,129
2023/4/29,Uriel Francisco CANJU,73,负,杨灿,29
2023/4/29,Uriel Francisco CANJU,73,胜,凯文·科登,44
2023/4/28,Uriel Francisco CANJU,73,胜,Jonathan MATIAS,78
2023/4/27,Uriel Francisco CANJU,73,胜,Deivid SILVA,
2023/4/27,Uriel Francisco CANJU,73,胜,Luis Armando MONTOYA NAVARRO,
2023/4/14,Uriel Francisco CANJU,74,负,Valentin SINGER,166
2023/3/28,Uriel Francisco CANJU,70,负,普里扬舒·拉贾瓦特,
2023/3/16,Uriel Francisco CANJU,69,负,吴英伦,
2023/3/9,Uriel Francisco CANJU,70,负,Siddhanth GUPTA,151
2023/3/8,Uriel Francisco CANJU,70,胜,Shahyar SHAQEEM,196
2024/11/23,德米特里·帕纳林,79,负,Manraj SINGH,179
2024/11/22,德米特里·帕纳林,79,胜,Gagan BALYAN,
2024/11/21,德米特里·帕纳林,79,胜,Aljallad AHMAD,
2024/11/20,德米特里·帕纳林,79,胜,Sayed Ebrahim HASAN,
2024/11/17,德米特里·帕纳林,83,胜,Dicky Dwi PANGESTU,180
2024/11/16,德米特里·帕纳林,83,胜,Rajesh SRIKAR,
2024/11/16,德米特里·帕纳林,83,胜,Bharath LATHEESH,
2024/11/15,德米特里·帕纳林,83,胜,Kevin HARGIONO,
2024/11/14,德米特里·帕纳林,83,胜,Bwalya CHANDA,
2024/10/31,德米特里·帕纳林,85,负,卡勒·科利约宁,55
2024/10/30,德米特里·帕纳林,85,胜,朱利安·卡拉基,49
2024/9/25,德米特里·帕纳林,75,负,李卓耀,16
2024/9/17,德米特里·帕纳林,76,负,陈家杰,144
2024/9/4,德米特里·帕纳林,76,负,阿尔维·法汉,51
2024/7/29,德米特里·帕纳林,69,负,杨灿,25
2024/7/28,德米特里·帕纳林,69,负,西本拳太,10
2024/4/10,德米特里·帕纳林,67,负,全奕陈,49
2024/4/5,德米特里·帕纳林,68,负,Tharun MANNEPALLI,190
2024/4/4,德米特里·帕纳林,68,胜,Raghu MARISWAMY,121
2024/4/3,德米特里·帕纳林,68,胜,乔治·朱利安·保罗,112
2024/3/26,德米特里·帕纳林,68,负,Bharat RAGHAV,181
2024/3/22,德米特里·帕纳林,67,负,黄涵瑞,105
2024/3/13,德米特里·帕纳林,68,负,巴勃罗·阿维安,65
2024/3/12,德米特里·帕纳林,68,胜,萨米尔·维尔马,64
2024/3/12,德米特里·帕纳林,68,胜,卢卡·瓦贝尔,123
2024/3/9,德米特里·帕纳林,67,负,黄涵瑞,112
2024/3/9,德米特里·帕纳林,67,胜,塞缪尔·奥布莱恩·里基茨,141
2024/3/8,德米特里·帕纳林,67,胜,Julien SCHEIWILLER,163
2024/2/27,德米特里·帕纳林,67,负,廖倬甫,71
2024/2/24,德米特里·帕纳林,72,负,Raghu MARISWAMY,139
2024/2/23,德米特里·帕纳林,72,胜,托比亚斯·金齐,112
2024/2/23,德米特里·帕纳林,72,胜,Tushar SUVEER,
2024/2/22,德米特里·帕纳林,72,胜,Tarun Reddy KATAM,
2024/2/15,德米特里·帕纳林,74,胜,Kah Kit KAN,
2024/2/14,德米特里·帕纳林,74,负,李梓嘉,10
2024/2/13,德米特里·帕纳林,74,负,林俊易,21
2024/2/10,德米特里·帕纳林,73,负,Jonathan MATIAS,58
2024/2/9,德米特里·帕纳林,73,胜,Markus BARTH,97
2024/2/1,德米特里·帕纳林,73,负,Dicky Dwi PANGESTU,
2024/1/31,德米特里·帕纳林,73,胜,Saahas Kumar P.,
2023/12/8,德米特里·帕纳林,72,负,Samarveer,
2023/12/7,德米特里·帕纳林,72,胜,Govind KRISHNA,
2023/12/6,德米特里·帕纳林,72,胜,Asadbek OLIMJANOV,
2023/11/29,德米特里·帕纳林,73,负,普里扬舒·拉贾瓦特,31
2023/11/23,德米特里·帕纳林,74,负,Meiraba Luwang MAISNAM,125
2023/11/15,德米特里·帕纳林,72,负,CHIA Jeng Hon,
2023/11/8,德米特里·帕纳林,72,负,宋侞纹,79
2023/11/3,德米特里·帕纳林,75,负,萨米尔·维尔马,98
2023/11/2,德米特里·帕纳林,75,胜,汤米·苏吉亚托,68
2023/11/1,德米特里·帕纳林,75,胜,Tien Tuan NGUYEN,
2023/10/19,德米特里·帕纳林,72,负,Rithvik Sanjeevi SATISH KUMAR,177
2023/10/18,德米特里·帕纳林,72,胜,Adnan EBRAHIM,
2023/10/12,德米特里·帕纳林,73,负,Enogat ROY,130
2023/10/4,德米特里·帕纳林,85,负,普兰诺伊·H·S,7
2023/10/3,德米特里·帕纳林,85,胜,Bahaedeen Ahmad ALSHANNIK,94
2023/10/2,德米特里·帕纳林,85,胜,Jimba Sangay LHENDUP,
2023/9/2,德米特里·帕纳林,93,负,巴勃罗·阿维安,88
2023/9/1,德米特里·帕纳林,93,胜,艾德·雷斯基·雷查约,68
2023/9/1,德米特里·帕纳林,93,胜,卢卡·瓦贝尔,111
2023/8/31,德米特里·帕纳林,93,胜,Joseph EMMANUEL EM ,
2023/8/21,德米特里·帕纳林,91,负,李诗沣,6
2023/8/9,德米特里·帕纳林,92,负,Daniil DUBOVENKO,
2023/8/9,德米特里·帕纳林,92,胜,Dicky Dwi PANGESTU,
2023/8/8,德米特里·帕纳林,92,胜,Manav CHOUDHARY,
2023/6/28,德米特里·帕纳林,93,负,黎德发,139
2023/6/3,德米特里·帕纳林,97,胜,黎德发,161
2023/6/3,德米特里·帕纳林,97,胜,Dumindu ABEYWICKRAMA,
2023/6/2,德米特里·帕纳林,97,胜,LOW Eu Cong,
2023/6/1,德米特里·帕纳林,97,胜,Bharat RAGHAV,
2023/6/1,德米特里·帕纳林,97,胜,Manav CHOUDHARY,
2023/5/26,德米特里·帕纳林,103,负,乔金·奥尔多夫,139
2023/5/18,德米特里·帕纳林,103,负,艾德·雷斯基·雷查约,78
2023/4/26,德米特里·帕纳林,104,负,奇科·瓦多约,18
2023/2/24,德米特里·帕纳林,109,负,王振宇,159
2023/2/23,德米特里·帕纳林,109,胜,托比亚斯·金齐,100
2023/2/16,德米特里·帕纳林,117,胜,Bharath LATHEESH,
2023/2/15,德米特里·帕纳林,117,负,梁峻豪,66
2023/2/14,德米特里·帕纳林,117,负,普兰诺伊·H·S,9
2023/2/3,德米特里·帕纳林,120,负,黎德发,
2023/2/2,德米特里·帕纳林,120,胜,尤阳,
2023/2/1,德米特里·帕纳林,120,胜,Yonathan RAMLIE,
2024/11/27,米通·曼朱纳特,74,负,贺首维,49
2024/11/16,米通·曼朱纳特,85,胜,Rithvik Sanjeevi SATISH KUMAR,102
2024/11/15,米通·曼朱纳特,85,胜,Govind KRISHNA,
2024/11/15,米通·曼朱纳特,85,胜,Pranay KATTA,
2024/11/14,米通·曼朱纳特,85,胜,Pranauv Ram NAGALIN ,
2024/11/13,米通·曼朱纳特,85,胜,Talar LAA,
2024/10/15,米通·曼朱纳特,77,负,郭景宏,123
2024/9/25,米通·曼朱纳特,80,负,黄郁岂,91
2024/9/11,米通·曼朱纳特,81,负,AIDIL Sholeh,130
2024/8/7,米通·曼朱纳特,80,负,杨沛翼,
2024/6/19,米通·曼朱纳特,74,负,于亚贝,174
2024/6/12,米通·曼朱纳特,68,负,阿尔维·法汉,62
2024/5/3,米通·曼朱纳特,66,负,奇拉格·森,109
2024/5/3,米通·曼朱纳特,66,胜,Grégoire DESCHAMP,176
2024/3/27,米通·曼朱纳特,64,负,王子维,24
2024/3/26,米通·曼朱纳特,64,胜,廖倬甫,78
2024/3/26,米通·曼朱纳特,64,胜,桑卡尔·苏布拉玛尼安,70
2024/3/13,米通·曼朱纳特,61,负,艾德·雷斯基·雷查约,63
2024/2/8,米通·曼朱纳特,63,胜,Pranay KATTA,
2024/2/7,米通·曼朱纳特,63,胜,Korakrit LAOTRAKUL,
2024/2/6,米通·曼朱纳特,63,胜,Jing Yi GAVIN NG,
2024/2/2,米通·曼朱纳特,63,负,马克·卡尔尤,51
2024/2/1,米通·曼朱纳特,63,胜,斯里坎特·基达姆比,24
2024/1/31,米通·曼朱纳特,63,胜,吴英伦,103
2023/12/14,米通·曼朱纳特,63,负,萨凡卡尔·戴伊,189
2023/12/13,米通·曼朱纳特,63,胜,Dumindu ABEYWICKRAMA,194
2023/12/7,米通·曼朱纳特,59,负,贺首维,86
2023/12/6,米通·曼朱纳特,59,胜,Hemanth M.GOWDA,
2023/11/29,米通·曼朱纳特,58,负,亚历克斯·拉尼耶,49
2023/11/2,米通·曼朱纳特,56,负,李卓耀,19
2023/11/1,米通·曼朱纳特,56,胜,Fabio CAPONIO,85
2023/10/19,米通·曼朱纳特,56,负,Sathish Kumar KARUNAKARAN,99
2023/10/11,米通·曼朱纳特,54,负,翁泓阳,21
2023/10/1,米通·曼朱纳特,53,负,翁泓阳,20
2023/9/29,米通·曼朱纳特,53,胜,Bishnu KATWAL,
2023/9/12,米通·曼朱纳特,46,负,吴英伦,146
2023/8/3,米通·曼朱纳特,50,负,李梓嘉,17
2023/8/2,米通·曼朱纳特,50,胜,骆建佑,7
2023/7/26,米通·曼朱纳特,54,负,翁泓阳,27
2023/7/19,米通·曼朱纳特,56,负,黄智勇,23
2023/6/21,米通·曼朱纳特,39,负,周天成,6
2023/6/8,米通·曼朱纳特,43,负,Ravi RAVI,
2023/6/8,米通·曼朱纳特,43,胜,Rasindu HENDAHEWA,
2023/6/7,米通·曼朱纳特,43,胜,马克·贝拉斯科,
2023/6/6,米通·曼朱纳特,43,胜,蔡锦胜,149
2023/5/31,米通·曼朱纳特,43,负,昆拉武特·威提讪,5
2023/5/23,米通·曼朱纳特,44,负,李佳豪,47
2023/4/6,米通·曼朱纳特,54,负,戚又仁,61
2023/4/5,米通·曼朱纳特,54,胜,维克多·斯文森,44
2023/3/29,米通·曼朱纳特,43,负,基兰·乔治,68
2023/3/23,米通·曼朱纳特,46,负,李佳豪,42
2023/3/22,米通·曼朱纳特,46,胜,Joran KWEEKEL,85
2023/3/8,米通·曼朱纳特,48,负,骆建佑,8
2023/2/1,米通·曼朱纳特,45,负,西本拳太,14
2023/1/24,米通·曼朱纳特,42,负,克里斯蒂安·阿迪纳塔,78
2024/11/20,Edward LAU,132,负,Le Manh An TRAN,
2024/11/19,Edward LAU,132,胜,Vijayan TAMILARASUK ,
2024/11/15,Edward LAU,143,负,穆罕默德·礼萨·法杰里,174
2024/11/14,Edward LAU,143,胜,LOW Eu Cong,
2024/11/13,Edward LAU,143,胜,Nils STRÖMÖ,
2024/11/12,Edward LAU,143,胜,Tavio TERICHY,
2024/10/24,Edward LAU,150,负,Karono KARONO,
2024/10/23,Edward LAU,150,胜,Eid Ali AL MALIKI,
2024/10/19,Edward LAU,156,负,小川翔悟,85
2024/10/18,Edward LAU,156,胜,郭冠麟,72
2024/10/17,Edward LAU,156,胜,Rylan TAN,
2024/10/16,Edward LAU,156,胜,Jonathan CURTIN,
2024/10/11,Edward LAU,146,负,王柏崴,85
2024/10/10,Edward LAU,146,胜,黄庆朗,
2024/10/9,Edward LAU,146,胜,Ohmkkar NEELAM,
2024/7/10,Edward LAU,148,负,黄品衔,190
2024/7/9,Edward LAU,148,胜,Andrew TAN,
2024/7/3,Edward LAU,152,负,郭冠麟,116
2024/7/2,Edward LAU,152,胜,黄庆朗,
2024/6/12,Edward LAU,196,负,李佳豪,37
2024/6/11,Edward LAU,196,胜,曾骏汉,170
2024/6/11,Edward LAU,196,胜,Ken RICHARDSON,
2024/2/15,Edward LAU,172,胜,Shrey DHAND,
2024/2/15,Edward LAU,172,胜,Jacob SCHUELER,
2024/2/14,Edward LAU,172,胜,Chris BENZIE,
2024/2/14,Edward LAU,172,胜,Ken RICHARDSON,
2024/2/13,Edward LAU,172,胜,William SAYAPHET,
2024/2/12,Edward LAU,172,胜,Jordan WANG,
2023/10/21,Edward LAU,168,负,Karono KARONO,
2023/10/20,Edward LAU,168,胜,Saahas Kumar P.,
2023/10/20,Edward LAU,168,胜,Minjava Sulthoni MUKMI ,
2023/10/19,Edward LAU,168,胜,Shun Khiat GOH,
2023/10/18,Edward LAU,168,胜,Kah Wei TAN,
2023/10/14,Edward LAU,,负,牧野桂大,
2023/10/13,Edward LAU,,胜,普林斯·达哈尔,
2023/10/13,Edward LAU,,胜,Philip BRANDT,
2023/10/12,Edward LAU,,胜,Brent GUO,
2023/9/21,Edward LAU,194,负,CHOI Pyeong Gang,
2023/9/20,Edward LAU,194,胜,Kavin Thangam KAVIN,
2023/8/30,Edward LAU,191,负,Adisak PRASERTPHETMANEE,
2023/2/18,Edward LAU,85,胜,Jeremy LEMAITRE,
2023/2/16,Edward LAU,85,负,阿比纳夫·马诺塔,
2023/2/16,Edward LAU,85,胜,Remi ROSSI,
2023/2/15,Edward LAU,85,胜,Oscar GUO,
2023/2/14,Edward LAU,85,胜,Milain Lohith RANASIN ,
2023/2/14,Edward LAU,85,胜,Ken RICHARDSON,
2024/11/29,Meiraba Luwang MAISNAM,62,负,拉克什亚·森,14
2024/11/28,Meiraba Luwang MAISNAM,62,胜,阮日,42
2024/11/27,Meiraba Luwang MAISNAM,62,胜,萨兰·贾姆斯里,109
2024/11/14,Meiraba Luwang MAISNAM,61,负,RAHUL BHARADWAJ B ,
2024/11/13,Meiraba Luwang MAISNAM,61,胜,Harshit TOMAR,
2024/11/9,Meiraba Luwang MAISNAM,64,负,Rithvik Sanjeevi SATISH KUMAR,130
2024/11/8,Meiraba Luwang MAISNAM,64,胜,Tushar SUVEER,
2024/11/7,Meiraba Luwang MAISNAM,64,胜,Sai Charan KOYA,
2024/11/7,Meiraba Luwang MAISNAM,64,胜,SIDDHARTHA MISHRA,
2024/11/6,Meiraba Luwang MAISNAM,64,胜,Saahas Kumar P.,
2024/9/18,Meiraba Luwang MAISNAM,68,负,藤原圭祐,
2024/9/17,Meiraba Luwang MAISNAM,68,胜,Adisak PRASERTPHETMANEE,
2024/9/11,Meiraba Luwang MAISNAM,68,负,Bharat RAGHAV,129
2024/8/29,Meiraba Luwang MAISNAM,65,负,Krishna Adi NUGRAHA,183
2024/8/28,Meiraba Luwang MAISNAM,65,胜,范凯恒,
2024/8/22,Meiraba Luwang MAISNAM,66,负,扎基·乌拜迪拉,
2024/8/21,Meiraba Luwang MAISNAM,66,胜,Kiran Kumar MEKALA,
2024/8/20,Meiraba Luwang MAISNAM,66,胜,Rhitvik MOHANTY,
2024/8/8,Meiraba Luwang MAISNAM,67,负,胡哲安,
2024/8/7,Meiraba Luwang MAISNAM,67,胜,桑卡尔·苏布拉玛尼安,83
2024/7/6,Meiraba Luwang MAISNAM,67,负,Matthias KICKLITZ,119
2024/7/5,Meiraba Luwang MAISNAM,67,胜,BHARGAV SOMASUNDARA,
2024/7/4,Meiraba Luwang MAISNAM,67,胜,Thibaud COUGOUILLE,
2024/6/20,Meiraba Luwang MAISNAM,71,负,阿尔维·法汉,60
2024/6/19,Meiraba Luwang MAISNAM,71,胜,陈延泽,90
2024/5/17,Meiraba Luwang MAISNAM,84,负,昆拉武特·威提讪,8
2024/5/16,Meiraba Luwang MAISNAM,84,胜,马德斯·克里斯托弗森,54
2024/5/15,Meiraba Luwang MAISNAM,84,胜,普兰诺伊·H·S,9
2024/5/14,Meiraba Luwang MAISNAM,84,胜,郭景宏,168
2024/5/14,Meiraba Luwang MAISNAM,84,胜,Shashwat DALAL,
2024/5/9,Meiraba Luwang MAISNAM,84,负,Iqbal Diaz SYAHPUTRA,
2024/5/9,Meiraba Luwang MAISNAM,84,胜,卢卡斯·克拉尔布特,79
2024/5/3,Meiraba Luwang MAISNAM,84,负,Gustav BJORKLER,180
2024/3/26,Meiraba Luwang MAISNAM,83,负,吕家弘,
2024/3/23,Meiraba Luwang MAISNAM,86,负,郑加恒,61
2024/3/23,Meiraba Luwang MAISNAM,86,胜,Gustav BJORKLER,
2024/3/22,Meiraba Luwang MAISNAM,86,胜,廖倬甫,78
2024/3/12,Meiraba Luwang MAISNAM,83,负,Max WEISSKIRCHEN,98
2024/2/9,Meiraba Luwang MAISNAM,93,负,Rithvik Sanjeevi SATISH KUMAR,125
2024/2/8,Meiraba Luwang MAISNAM,93,胜,Shahyar SHAQEEM,146
2024/2/7,Meiraba Luwang MAISNAM,93,胜,Henrikho KHO WIBOWO,
2024/2/6,Meiraba Luwang MAISNAM,93,胜,Jeshwin Arul JEBARES ,
2024/2/2,Meiraba Luwang MAISNAM,93,负,阮海当,97
2024/2/1,Meiraba Luwang MAISNAM,93,胜,Dicky Dwi PANGESTU,
2024/2/1,Meiraba Luwang MAISNAM,93,胜,Saleh SANGTARASH,
2024/1/31,Meiraba Luwang MAISNAM,93,胜,Gergo PYTEL,139
2023/12/15,Meiraba Luwang MAISNAM,103,负,基兰·乔治,42
2023/12/14,Meiraba Luwang MAISNAM,103,胜,Yohanes Saut MARCELLYNO,115
2023/12/13,Meiraba Luwang MAISNAM,103,胜,卡蒂基·古山·库马尔,132
2023/12/13,Meiraba Luwang MAISNAM,103,胜,Abhinav THAKUR,
2023/12/7,Meiraba Luwang MAISNAM,104,负,郑加恒,61
2023/12/6,Meiraba Luwang MAISNAM,104,胜,Siddhanth GUPTA,168
2023/11/29,Meiraba Luwang MAISNAM,111,负,宋侞纹,74
2023/11/28,Meiraba Luwang MAISNAM,111,胜,卡蒂基·古山·库马尔,133
2023/11/25,Meiraba Luwang MAISNAM,125,负,古贺穗,152
2023/11/24,Meiraba Luwang MAISNAM,125,胜,桑卡尔·苏布拉玛尼安,72
2023/11/23,Meiraba Luwang MAISNAM,125,胜,德米特里·帕纳林,74
2023/11/22,Meiraba Luwang MAISNAM,125,胜,Linden WANG,
2023/11/1,Meiraba Luwang MAISNAM,117,负,陈家杰,
2023/10/27,Meiraba Luwang MAISNAM,121,负,阿尤什·谢蒂,
2023/10/26,Meiraba Luwang MAISNAM,121,胜,Aashinsa HERATH,
2023/10/25,Meiraba Luwang MAISNAM,121,胜,Rhitvik MOHANTY,
2023/9/14,Meiraba Luwang MAISNAM,79,负,林冠廷,133
2023/9/5,Meiraba Luwang MAISNAM,76,负,伊赫桑·伦贝伊,138
2023/8/30,Meiraba Luwang MAISNAM,76,负,Prahdiska Bagas SHUJIWO,
2023/8/6,Meiraba Luwang MAISNAM,77,负,  Panitchaphon TEERARATSAKUL,166
2023/8/5,Meiraba Luwang MAISNAM,77,胜,郑敏顺,
2023/8/4,Meiraba Luwang MAISNAM,77,胜,Orcun OZTURK,
2023/8/2,Meiraba Luwang MAISNAM,77,胜,Grégoire DESCHAMP,
2023/7/31,Meiraba Luwang MAISNAM,77,胜,郑敏顺,
2023/7/30,Meiraba Luwang MAISNAM,77,负,宫下怜,
2023/6/28,Meiraba Luwang MAISNAM,72,负,陈延泽,103
2023/6/21,Meiraba Luwang MAISNAM,74,负,伍家朗,16
2023/6/6,Meiraba Luwang MAISNAM,69,负,BHARGAV SOMASUNDARA,
2023/5/30,Meiraba Luwang MAISNAM,69,负,梁峻豪,63
2023/5/18,Meiraba Luwang MAISNAM,73,负,盛晓东,
2023/4/4,Meiraba Luwang MAISNAM,73,负,法比安·罗斯,102
2023/3/28,Meiraba Luwang MAISNAM,69,负,亚历克斯·拉尼耶,53
2023/3/21,Meiraba Luwang MAISNAM,67,负,Joran KWEEKEL,85
2023/3/21,Meiraba Luwang MAISNAM,67,胜,Luís Enrique PEÑALVER,49
2023/3/17,Meiraba Luwang MAISNAM,68,负,刘亮,
2023/3/16,Meiraba Luwang MAISNAM,68,胜,王景扬,120
2023/3/10,Meiraba Luwang MAISNAM,64,负,田中湧士,75
2023/3/9,Meiraba Luwang MAISNAM,64,胜,Eveshgaran VASIGARAN,
2023/3/8,Meiraba Luwang MAISNAM,64,胜,许韶恒,
