date,player1,Rank 1,胜/负,player2,Rank 2
2024/1/24,李卓耀,13,负,苏力扬,33
2024/1/21,李卓耀,18,负,石宇奇,2
2024/1/20,李卓耀,18,胜,奈良冈功大,6
2024/1/19,李卓耀,18,胜,金廷,4
2024/1/18,李卓耀,18,胜,昆拉武特·威提讪,8
2024/1/17,李卓耀,18,胜,斯里坎特·基达姆比,25
2024/1/11,李卓耀,17,负,安赛龙,1
2024/1/9,李卓耀,17,胜,马格努斯·约翰内森,32
2023/11/21,李卓耀,18,负,马格努斯·约翰内森,32
2023/11/15,李卓耀,18,负,普兰诺伊·H·S,8
2023/11/5,李卓耀,19,负,周天成,13
2023/11/4,李卓耀,19,胜,小托马·波波夫,24
2023/11/3,李卓耀,19,胜,克里斯托·波波夫,29
2023/11/2,李卓耀,19,胜,米通·曼朱纳特,56
2023/11/1,李卓耀,19,胜,伊戈尔·科埃略,53
2023/10/25,李卓耀,16,负,奈良冈功大,3
2023/10/24,李卓耀,16,胜,陆光祖,12
2023/10/21,李卓耀,18,负,李梓嘉,11
2023/10/20,李卓耀,18,胜,拉斯穆斯·杰姆克,23
2023/10/19,李卓耀,18,胜,渡边航贵,28
2023/10/18,李卓耀,18,胜,王子维,25
2023/10/3,李卓耀,17,负,石宇奇,6
2023/9/29,李卓耀,17,胜,奈良冈功大,3
2023/9/28,李卓耀,17,负,昆拉武特·威提讪,4
2023/9/14,李卓耀,17,负,乔纳坦·克里斯蒂,6
2023/9/13,李卓耀,17,胜,翁泓阳,19
2023/9/7,李卓耀,16,负,常山干太,17
2023/9/6,李卓耀,16,胜,赵俊鹏,31
2023/8/24,李卓耀,16,负,奈良冈功大,4
2023/8/23,李卓耀,16,胜,郑加恒,98
2023/8/21,李卓耀,16,胜,Max WEISSKIRCHEN,130
2023/8/2,李卓耀,15,负,普兰诺伊·H·S,9
2023/7/27,李卓耀,16,负,石宇奇,5
2023/7/25,李卓耀,16,胜,赵俊鹏,25
2023/7/21,李卓耀,18,负,奈良冈功大,4
2023/7/20,李卓耀,18,胜,普兰诺伊·H·S,10
2023/7/19,李卓耀,18,胜,李伦圭,133
2023/7/6,李卓耀,17,负,马格努斯·约翰内森,36
2023/7/5,李卓耀,17,胜,詹俊为,41
2023/6/21,李卓耀,17,负,王子维,28
2023/6/14,李卓耀,14,负,李诗沣,10
2023/6/6,李卓耀,14,负,骆建佑,5
2023/6/4,李卓耀,17,负,昆拉武特·威提讪,5
2023/6/3,李卓耀,17,胜,小托马·波波夫,28
2023/6/2,李卓耀,17,胜,黄智勇,24
2023/6/1,李卓耀,17,胜,马格努斯·约翰内森,35
2023/5/31,李卓耀,17,胜,拉斯穆斯·杰姆克,18
2023/5/24,李卓耀,17,负,李诗沣,11
2023/4/28,李卓耀,20,负,骆建佑,7
2023/4/27,李卓耀,20,胜,石宇奇,10
2023/4/26,李卓耀,20,胜,黄智勇,25
2023/3/24,李卓耀,19,负,渡边航贵,37
2023/3/23,李卓耀,19,胜,斯里坎特·基达姆比,20
2023/3/22,李卓耀,19,胜,拉克什亚·森,25
2023/3/14,李卓耀,21,负,安赛龙,1
2023/3/11,李卓耀,22,负,伍家朗,15
2023/3/10,李卓耀,22,胜,李佳豪,49
2023/3/9,李卓耀,22,胜,克里斯托·波波夫,41
2023/3/8,李卓耀,22,胜,维克多·斯文森,44
2023/2/15,李卓耀,21,胜,渡边航贵,41
2023/2/3,李卓耀,21,负,石宇奇,19
2023/2/2,李卓耀,21,胜,基兰·乔治,52
2023/2/1,李卓耀,21,胜,秦野陆,63
2023/1/25,李卓耀,16,负,金廷,2
2023/1/17,李卓耀,15,负,周天成,5
2023/1/10,李卓耀,14,负,常山干太,26
2024/11/13,李佳豪,23,负,奈良冈功大,4
2024/11/7,李佳豪,24,负,赵建晔,
2024/11/6,李佳豪,24,胜,陈延泽,100
2024/10/15,李佳豪,22,负,渡边航贵,13
2024/10/9,李佳豪,23,负,乔纳坦·克里斯蒂,5
2024/9/19,李佳豪,22,负,奈良冈功大,6
2024/9/17,李佳豪,22,胜,陆光祖,16
2024/9/7,李佳豪,24,负,林俊易,14
2024/9/6,李佳豪,24,胜,Panitchaphon TEERARATSAKUL,78
2024/9/5,李佳豪,24,胜,阿尔维·法汉,51
2024/9/4,李佳豪,24,胜,赖浩俊,101
2024/9/1,李佳豪,30,负,陆光祖,13
2024/8/31,李佳豪,30,胜,林俊易,14
2024/8/30,李佳豪,30,胜,李诗沣,5
2024/8/29,李佳豪,30,胜,苏力扬,33
2024/8/28,李佳豪,30,胜,全奕陈,41
2024/8/22,李佳豪,28,负,周天成,10
2024/8/21,李佳豪,28,胜,伍家朗,20
2024/6/23,李佳豪,31,胜,詹俊为,61
2024/6/22,李佳豪,31,胜,王子维,21
2024/6/21,李佳豪,31,胜,贺首维,143
2024/6/20,李佳豪,31,胜,王振宇,156
2024/6/19,李佳豪,31,胜,郭景宏,162
2024/6/15,李佳豪,37,负,李梓嘉,8
2024/6/14,李佳豪,37,胜,周天成,13
2024/6/13,李佳豪,37,胜,奇科·瓦多约,27
2024/6/12,李佳豪,37,胜,Edward LAU,196
2024/5/22,李佳豪,32,负,陆光祖,19
2024/5/17,李佳豪,36,负,伍家朗,27
2024/5/16,李佳豪,36,胜,王子维,23
2024/5/15,李佳豪,36,胜,米沙·西尔伯曼,52
2024/5/1,李佳豪,35,负,桃田贤斗,52
2024/4/29,李佳豪,35,胜,Dominik KOPŘIVA,
2024/3/28,李佳豪,35,负,马德斯·克里斯托弗森,55
2024/3/27,李佳豪,35,胜,基兰·乔治,36
2024/3/22,李佳豪,34,负,斯里坎特·基达姆比,27
2024/3/21,李佳豪,34,胜,拉克什亚·森,13
2024/3/20,李佳豪,34,胜,小托马·波波夫,25
2024/3/12,李佳豪,35,负,金廷,5
2024/3/6,李佳豪,35,负,安德斯·安东森,3
2024/2/29,李佳豪,34,负,克里斯托·波波夫,27
2024/2/28,李佳豪,34,胜,阿诺·梅克尔,44
2024/2/16,李佳豪,33,负,李伦圭,114
2024/2/15,李佳豪,33,负,梁峻豪,38
2024/2/14,李佳豪,33,胜,Marhanif ALI,
2024/2/13,李佳豪,33,胜,Makhsut TAJIBULLAYEV,
2024/1/31,李佳豪,32,负,周天成,14
2024/1/25,李佳豪,34,负,雷兰曦,48
2024/1/24,李佳豪,34,胜,阿诺·梅克尔,43
2024/1/16,李佳豪,33,负,渡边航贵,22
2024/1/10,李佳豪,33,负,李诗沣,3
2023/12/6,李佳豪,34,负,阿尔维·法汉,83
2023/12/1,李佳豪,36,负,戚又仁,48
2023/11/30,李佳豪,36,胜,基兰·乔治,40
2023/11/29,李佳豪,36,胜,斯里坎特·基达姆比,24
2023/11/21,李佳豪,36,负,奈良冈功大,5
2023/11/15,李佳豪,35,负,陆光祖,14
2023/11/8,李佳豪,35,负,王子维,28
2023/11/5,李佳豪,37,负,梁峻豪,42
2023/11/4,李佳豪,37,胜,AIDIL Sholeh,86
2023/11/3,李佳豪,37,胜,吴英伦,111
2023/11/3,李佳豪,37,胜,李伦圭,121
2023/11/2,李佳豪,37,胜,王振宇,127
2023/10/11,李佳豪,35,负,陆光祖,12
2023/9/29,李佳豪,34,负,黄郁岂,62
2023/9/29,李佳豪,34,胜,孙完虎,132
2023/9/28,李佳豪,34,胜,陈家杰,
2023/9/15,李佳豪,37,负,乔纳坦·克里斯蒂,6
2023/9/14,李佳豪,37,胜,李梓嘉,16
2023/9/13,李佳豪,37,胜,安赛龙,1
2023/9/7,李佳豪,36,负,伊赫桑·伦贝伊,138
2023/8/4,李佳豪,36,负,王正行,
2023/8/1,李佳豪,36,胜,Daniel BIELIN,
2023/7/31,李佳豪,36,胜,萧圣杰,121
2023/7/12,李佳豪,36,负,翁泓阳,26
2023/7/5,李佳豪,33,负,伍家朗,13
2023/6/21,李佳豪,35,负,林俊易,24
2023/6/9,李佳豪,42,负,安德斯·安东森,22
2023/6/7,李佳豪,42,胜,斯里坎特·基达姆比,23
2023/6/6,李佳豪,42,胜,西本拳太,11
2023/5/31,李佳豪,44,负,伍家朗,15
2023/5/30,李佳豪,44,胜,戚又仁,45
2023/5/30,李佳豪,44,胜,米通·曼朱纳特,43
2023/5/30,李佳豪,44,胜,卡伊·舍费尔,73
2023/5/24,李佳豪,47,负,奈良冈功大,3
2023/5/23,李佳豪,47,胜,詹俊为,45
2023/5/23,李佳豪,47,胜,米通·曼朱纳特,44
2023/4/5,李佳豪,46,负,西本拳太,12
2023/3/29,李佳豪,42,负,西本拳太,15
2023/3/24,李佳豪,42,负,李梓嘉,4
2023/3/23,李佳豪,42,胜,米通·曼朱纳特,46
2023/3/22,李佳豪,42,胜,赵俊鹏,13
2023/3/21,李佳豪,42,胜,马德斯·克里斯托弗森,52
2023/3/21,李佳豪,42,胜,普里扬舒·拉贾瓦特,59
2023/3/10,李佳豪,49,负,李卓耀,22
2023/3/9,李佳豪,49,胜,李梓嘉,4
2023/3/8,李佳豪,49,胜,米沙·西尔伯曼,36
2023/2/1,李佳豪,48,负,基兰·乔治,52
2024/11/13,伍家朗,19,负,昆拉武特·威提讪,5
2024/10/15,伍家朗,20,负,亚历克斯·拉尼耶,21
2024/10/10,伍家朗,20,负,昆拉武特·威提讪,7
2024/10/9,伍家朗,20,胜,乔金·奥尔多夫,60
2024/9/29,伍家朗,25,胜,郑加恒,44
2024/9/28,伍家朗,25,胜,阿尔维·法汉,47
2024/9/27,伍家朗,25,胜,斯里坎特·基达姆比,38
2024/9/26,伍家朗,25,胜,  Panitchaphon TEERARATSAKUL,70
2024/9/25,伍家朗,25,胜,奇拉格·森,94
2024/9/18,伍家朗,21,负,安德斯·安东森,5
2024/9/11,伍家朗,22,负,安赛龙,2
2024/8/29,伍家朗,23,负,石宇奇,1
2024/8/28,伍家朗,23,胜,亚历克斯·拉尼耶,20
2024/8/21,伍家朗,20,负,李佳豪,28
2024/7/5,伍家朗,22,负,田中湧士,42
2024/7/4,伍家朗,22,胜,扬·劳达,63
2024/7/3,伍家朗,22,胜,王柏崴,82
2024/6/4,伍家朗,21,负,李梓嘉,7
2024/5/28,伍家朗,22,负,林俊易,17
2024/5/25,伍家朗,24,负,李梓嘉,10
2024/5/24,伍家朗,24,胜,李诗沣,6
2024/5/23,伍家朗,24,胜,李卓耀,17
2024/5/22,伍家朗,24,胜,坎塔蓬·旺差伦,51
2024/5/19,伍家朗,27,负,李梓嘉,10
2024/5/18,伍家朗,27,胜,昆拉武特·威提讪,8
2024/5/17,伍家朗,27,胜,李佳豪,36
2024/5/16,伍家朗,27,胜,赵俊鹏,45
2024/5/15,伍家朗,27,胜,安德斯·安东森,4
2024/4/30,伍家朗,27,胜,Adel HAMEK,
2024/4/28,伍家朗,27,负,安德斯·安东森,4
2024/4/27,伍家朗,27,负,梁峻豪,37
2024/4/10,伍家朗,26,负,奈良冈功大,6
2024/3/13,伍家朗,25,负,骆建佑,11
2024/3/7,伍家朗,26,负,安德斯·安东森,3
2024/3/6,伍家朗,26,胜,李卓耀,13
2024/2/28,伍家朗,23,负,全奕陈,54
2024/2/14,伍家朗,22,胜,普兰诺伊·H·S,7
2024/2/13,伍家朗,22,负,雷兰曦,35
2024/2/2,伍家朗,21,负,苏力扬,33
2024/2/1,伍家朗,21,胜,坎塔蓬·旺差伦,43
2024/1/31,伍家朗,21,胜,萨米尔·维尔马,77
2024/1/25,伍家朗,20,负,李梓嘉,10
2024/1/24,伍家朗,20,胜,马格努斯·约翰内森,32
2024/1/17,伍家朗,20,负,乔纳坦·克里斯蒂,5
2024/1/12,伍家朗,20,负,安赛龙,1
2024/1/11,伍家朗,20,胜,斯里坎特·基达姆比,24
2024/1/9,伍家朗,20,胜,常山干太,13
2023/11/15,伍家朗,20,负,拉斯穆斯·杰姆克,28
2023/11/2,伍家朗,20,负,亚历克斯·拉尼耶,57
2023/11/1,伍家朗,20,胜,基兰·乔治,35
2023/10/25,伍家朗,20,负,骆建佑,9
2023/10/24,伍家朗,20,胜,安赛龙,1
2023/10/17,伍家朗,19,负,石宇奇,4
2023/10/2,伍家朗,18,负,李梓嘉,16
2023/9/29,伍家朗,18,负,西本拳太,12
2023/9/28,伍家朗,18,胜,坎塔蓬·旺差伦,36
2023/9/13,伍家朗,18,负,乔纳坦·克里斯蒂,6
2023/9/6,伍家朗,18,负,陆光祖,15
2023/8/24,伍家朗,17,负,石宇奇,8
2023/8/23,伍家朗,17,胜,Uriel Francisco CANJURA ARTIGA,62
2023/8/21,伍家朗,17,胜,Bernardo ATILANO,84
2023/8/2,伍家朗,16,负,金廷,2
2023/7/25,伍家朗,15,负,石宇奇,5
2023/7/20,伍家朗,14,负,黄智勇,23
2023/7/19,伍家朗,14,胜,李梓嘉,17
2023/7/6,伍家朗,13,负,雷兰曦,65
2023/7/5,伍家朗,13,胜,李佳豪,33
2023/6/24,伍家朗,16,负,苏力扬,42
2023/6/23,伍家朗,16,胜,普兰诺伊·H·S,9
2023/6/22,伍家朗,16,胜,詹俊为,44
2023/6/21,伍家朗,16,胜,Meiraba Luwang MAISNAM,74
2023/6/15,伍家朗,16,负,普兰诺伊·H·S,9
2023/6/13,伍家朗,16,胜,桃田贤斗,33
2023/6/6,伍家朗,16,负,金廷,2
2023/6/1,伍家朗,15,负,小托马·波波夫,28
2023/5/31,伍家朗,15,胜,李佳豪,44
2023/5/26,伍家朗,14,负,翁泓阳,34
2023/5/25,伍家朗,14,胜,拉克什亚·森,22
2023/5/24,伍家朗,14,胜,阮日,29
2023/4/27,伍家朗,17,负,常山干太,15
2023/4/26,伍家朗,17,胜,李梓嘉,4
2023/3/15,伍家朗,11,负,李诗沣,14
2023/3/12,伍家朗,15,胜,李诗沣,20
2023/3/11,伍家朗,15,胜,李卓耀,22
2023/3/10,伍家朗,15,胜,陆光祖,10
2023/3/9,伍家朗,15,胜,Luís Enrique PEÑALVER,52
2023/3/8,伍家朗,15,胜,奈良冈功大,6
2023/2/17,伍家朗,14,胜,拉克什亚·森,11
2023/2/16,伍家朗,14,胜,Murad ALI,
2023/2/14,伍家朗,14,胜,周天成,5
2023/2/5,伍家朗,18,负,林俊易,35
2023/2/4,伍家朗,18,胜,李诗沣,23
2023/2/3,伍家朗,18,胜,黄智勇,29
2023/2/2,伍家朗,18,胜,詹俊为,44
2023/2/1,伍家朗,18,胜,米沙·西尔伯曼,36
2023/1/28,伍家朗,18,负,奇科·瓦多约,23
2023/1/27,伍家朗,18,胜,常山干太,17
2023/1/26,伍家朗,18,胜,李梓嘉,4
2023/1/25,伍家朗,18,胜,詹俊为,47
2023/1/17,伍家朗,17,负,昆拉武特·威提讪,8
2023/1/10,伍家朗,15,负,金廷,4
2024/11/14,雷兰曦,28,负,安赛龙,2
2024/11/13,雷兰曦,28,胜,骆建佑,14
2024/10/15,雷兰曦,26,负,李卓耀,15
2024/10/9,雷兰曦,22,负,田中湧士,30
2024/9/20,雷兰曦,28,负,乔纳坦·克里斯蒂,8
2024/9/19,雷兰曦,28,胜,西本拳太,13
2024/9/18,雷兰曦,28,胜,安赛龙,2
2024/9/15,雷兰曦,33,负,安赛龙,2
2024/9/14,雷兰曦,33,胜,乔纳坦·克里斯蒂,7
2024/9/13,雷兰曦,33,胜,李卓耀,15
2024/9/12,雷兰曦,33,胜,全奕陈,40
2024/9/11,雷兰曦,33,胜,翁泓阳,27
2024/8/29,雷兰曦,35,负,安德斯·安东森,6
2024/8/28,雷兰曦,35,胜,郑加恒,46
2024/8/20,雷兰曦,35,负,高桥洸士,54
2024/7/3,雷兰曦,30,负,杨灿,25
2024/6/30,雷兰曦,34,负,田中湧士,54
2024/6/29,雷兰曦,34,胜,渡边航贵,20
2024/6/28,雷兰曦,34,胜,普里扬舒·拉贾瓦特,40
2024/6/27,雷兰曦,34,胜,王柏崴,97
2024/6/26,雷兰曦,34,胜,法比安·罗斯,77
2024/6/5,雷兰曦,33,负,石宇奇,2
2024/5/28,雷兰曦,34,负,李诗沣,6
2024/5/22,雷兰曦,34,负,梁峻豪,37
2024/5/15,雷兰曦,33,负,李梓嘉,10
2024/3/27,雷兰曦,33,负,林俊易,19
2024/3/21,雷兰曦,33,负,普里扬舒·拉贾瓦特,32
2024/3/20,雷兰曦,33,胜,朱利安·卡拉基,42
2024/3/16,雷兰曦,34,负,田中湧士,60
2024/3/15,雷兰曦,34,胜,阮日,40
2024/3/14,雷兰曦,34,胜,艾德·雷斯基·雷查约,63
2024/3/13,雷兰曦,34,胜,乔金·奥尔多夫,67
2024/2/18,雷兰曦,35,胜,尤阳,
2024/2/17,雷兰曦,35,胜,禹成勋,
2024/2/16,雷兰曦,35,胜,阿尔维·法汉,62
2024/2/15,雷兰曦,35,负,拉克什亚·森,19
2024/2/13,雷兰曦,35,胜,伍家朗,22
2024/2/1,雷兰曦,38,负,苏力扬,33
2024/1/26,雷兰曦,48,负,安德斯·安东森,7
2024/1/25,雷兰曦,48,胜,李佳豪,34
2024/1/24,雷兰曦,48,胜,林俊易,21
2024/1/23,雷兰曦,48,胜,朱利安·卡拉基,46
2024/1/23,雷兰曦,48,胜,全奕陈,55
2023/11/14,雷兰曦,45,负,戚又仁,47
2023/11/11,雷兰曦,57,负,桃田贤斗,52
2023/11/10,雷兰曦,57,胜,梁峻豪,38
2023/11/9,雷兰曦,57,胜,秦野陆,87
2023/11/8,雷兰曦,57,胜,金东勋,
2023/10/24,雷兰曦,54,负,林俊易,24
2023/10/13,雷兰曦,45,负,常山干太,16
2023/10/12,雷兰曦,45,胜,克里斯托·波波夫,29
2023/10/11,雷兰曦,45,胜,马格努斯·约翰内森,31
2023/9/12,雷兰曦,48,负,苏力扬,35
2023/7/12,雷兰曦,48,负,林俊易,27
2023/7/11,雷兰曦,48,胜,郭冠麟,123
2023/7/11,雷兰曦,48,胜,Justin MA,145
2023/7/7,雷兰曦,65,负,奈良冈功大,3
2023/7/6,雷兰曦,65,胜,伍家朗,13
2023/7/5,雷兰曦,65,胜,坎塔蓬·旺差伦,30
2023/7/4,雷兰曦,65,胜,卡什亚普·帕鲁帕利,189
2023/7/4,雷兰曦,65,胜,戴维·西尔瓦,161
2023/6/25,雷兰曦,73,胜,刘亮,169
2023/6/24,雷兰曦,73,胜,阮海当,102
2023/6/23,雷兰曦,73,胜,吴英伦,178
2023/6/22,雷兰曦,73,胜,王正行,
2023/6/21,雷兰曦,73,胜,Tae Ern ONG,
2023/4/8,雷兰曦,92,负,马格努斯·约翰内森,49
2023/4/7,雷兰曦,92,胜,亚历克斯·拉尼耶,56
2023/4/6,雷兰曦,92,胜,克里斯托·波波夫,41
2023/4/5,雷兰曦,92,胜,卡伊·舍费尔,66
2023/4/4,雷兰曦,92,胜,Joran KWEEKEL,80
2023/4/4,雷兰曦,92,胜,Jonathan MATIAS,70
2023/3/15,雷兰曦,95,负,董天尧,
2023/2/19,雷兰曦,121,胜,李伦圭,
2023/2/18,雷兰曦,121,胜,普兰诺伊·H·S,9
2023/2/17,雷兰曦,121,负,李梓嘉,4
2023/2/15,雷兰曦,121,胜,郑加恒,65
2023/2/14,雷兰曦,121,胜,Biloliddin KUCHKARBOEV,
2024/11/14,拉斯穆斯·杰姆克,29,负,乔纳坦·克里斯蒂,6
2024/11/13,拉斯穆斯·杰姆克,29,胜,李卓耀,20
2024/11/1,拉斯穆斯·杰姆克,29,胜,周天成,8
2024/10/31,拉斯穆斯·杰姆克,29,胜,米沙·西尔伯曼,68
2024/10/30,拉斯穆斯·杰姆克,29,胜,托比亚斯·金齐,92
2024/10/17,拉斯穆斯·杰姆克,28,负,西本拳太,14
2024/10/16,拉斯穆斯·杰姆克,28,胜,杨灿,25
2024/9/18,拉斯穆斯·杰姆克,27,负,乔纳坦·克里斯蒂,8
2024/9/12,拉斯穆斯·杰姆克,26,负,乔纳坦·克里斯蒂,7
2024/9/11,拉斯穆斯·杰姆克,26,胜,贺首维,57
2024/8/29,拉斯穆斯·杰姆克,25,负,陆光祖,13
2024/8/28,拉斯穆斯·杰姆克,25,胜,阿诺·梅克尔,50
2024/7/3,拉斯穆斯·杰姆克,24,负,普里扬舒·拉贾瓦特,39
2024/6/6,拉斯穆斯·杰姆克,26,负,小托马·波波夫,23
2024/6/5,拉斯穆斯·杰姆克,26,胜,奈良冈功大,6
2024/5/28,拉斯穆斯·杰姆克,26,负,安德斯·安东森,4
2024/5/22,拉斯穆斯·杰姆克,27,负,周天成,13
2024/5/15,拉斯穆斯·杰姆克,26,负,昆拉武特·威提讪,8
2024/4/30,拉斯穆斯·杰姆克,26,胜,贺首维,
2024/4/28,拉斯穆斯·杰姆克,26,胜,吴英伦,94
2024/4/27,拉斯穆斯·杰姆克,26,胜,Mohamed Abderrahime BELARBI,
2024/4/12,拉斯穆斯·杰姆克,28,负,安赛龙,1
2024/4/11,拉斯穆斯·杰姆克,28,胜,托比亚斯·金齐,104
2024/4/10,拉斯穆斯·杰姆克,28,胜,黄涵瑞,98
2024/3/23,拉斯穆斯·杰姆克,28,负,周天成,15
2024/3/22,拉斯穆斯·杰姆克,28,胜,基兰·乔治,36
2024/3/21,拉斯穆斯·杰姆克,28,胜,西本拳太,12
2024/3/20,拉斯穆斯·杰姆克,28,胜,黄郁岂,58
2024/3/13,拉斯穆斯·杰姆克,28,负,石宇奇,2
2024/3/3,拉斯穆斯·杰姆克,29,负,克里斯托·波波夫,27
2024/3/2,拉斯穆斯·杰姆克,29,胜,赵俊鹏,41
2024/3/1,拉斯穆斯·杰姆克,29,胜,林俊易,21
2024/2/29,拉斯穆斯·杰姆克,29,胜,亚历克斯·拉尼耶,46
2024/2/28,拉斯穆斯·杰姆克,29,胜,巴勃罗·阿维安,65
2024/2/18,拉斯穆斯·杰姆克,29,胜,克里斯托·波波夫,27
2024/2/17,拉斯穆斯·杰姆克,29,胜,萧圣杰,151
2024/2/16,拉斯穆斯·杰姆克,29,胜,Dominik KWINTA,199
2024/2/14,拉斯穆斯·杰姆克,29,胜,萧圣杰,151
2024/1/24,拉斯穆斯·杰姆克,29,负,普里扬舒·拉贾瓦特,30
2024/1/18,拉斯穆斯·杰姆克,29,负,石宇奇,2
2024/1/16,拉斯穆斯·杰姆克,29,胜,林俊易,21
2024/1/9,拉斯穆斯·杰姆克,29,负,石宇奇,6
2023/11/23,拉斯穆斯·杰姆克,28,负,赵俊鹏,35
2023/11/22,拉斯穆斯·杰姆克,28,胜,李诗沣,4
2023/11/16,拉斯穆斯·杰姆克,28,负,桃田贤斗,41
2023/11/15,拉斯穆斯·杰姆克,28,胜,伍家朗,20
2023/10/20,拉斯穆斯·杰姆克,23,负,李卓耀,18
2023/10/19,拉斯穆斯·杰姆克,23,胜,林俊易,24
2023/10/18,拉斯穆斯·杰姆克,23,胜,昆拉武特·威提讪,5
2023/9/15,拉斯穆斯·杰姆克,24,负,西本拳太,15
2023/9/14,拉斯穆斯·杰姆克,24,胜,吴英伦,146
2023/9/13,拉斯穆斯·杰姆克,24,胜,卡勒·科利约宁,57
2023/9/7,拉斯穆斯·杰姆克,25,负,石宇奇,5
2023/9/6,拉斯穆斯·杰姆克,25,胜,坎塔蓬·旺差伦,33
2023/8/23,拉斯穆斯·杰姆克,25,负,石宇奇,8
2023/8/21,拉斯穆斯·杰姆克,25,胜,马克·卡尔尤,54
2023/6/6,拉斯穆斯·杰姆克,18,负,杨灿,26
2023/5/31,拉斯穆斯·杰姆克,18,负,李卓耀,17
2023/5/25,拉斯穆斯·杰姆克,19,负,奈良冈功大,3
2023/5/24,拉斯穆斯·杰姆克,19,胜,全奕陈,58
2023/5/18,拉斯穆斯·杰姆克,18,负,李诗沣,11
2023/5/16,拉斯穆斯·杰姆克,18,胜,阿德姆·哈特姆·埃尔格姆,127
2023/4/5,拉斯穆斯·杰姆克,19,负,戚又仁,61
2023/3/31,拉斯穆斯·杰姆克,20,负,常山干太,18
2023/3/30,拉斯穆斯·杰姆克,20,胜,克里斯蒂安·阿迪纳塔,64
2023/3/29,拉斯穆斯·杰姆克,20,胜,马德斯·克里斯托弗森,52
2023/3/14,拉斯穆斯·杰姆克,23,负,安德斯·安东森,18
2023/1/20,拉斯穆斯·杰姆克,20,负,安赛龙,1
2023/1/18,拉斯穆斯·杰姆克,20,胜,拉克什亚·森,12
2023/1/17,拉斯穆斯·杰姆克,20,胜,桃田贤斗,18
2023/1/10,拉斯穆斯·杰姆克,21,负,安赛龙,1
2024/11/13,田中湧士,26,负,乔纳坦·克里斯蒂,6
2024/10/15,田中湧士,27,负,安赛龙,2
2024/10/10,田中湧士,30,负,李梓嘉,4
2024/10/9,田中湧士,30,胜,雷兰曦,22
2024/9/18,田中湧士,30,负,骆建佑,11
2024/9/11,田中湧士,30,负,戚又仁,35
2024/8/28,田中湧士,28,负,林俊易,14
2024/8/23,田中湧士,31,负,石宇奇,1
2024/8/22,田中湧士,31,胜,全奕陈,43
2024/8/20,田中湧士,31,胜,金廷,9
2024/8/10,田中湧士,36,负,王正行,110
2024/8/8,田中湧士,36,胜,林家滔,
2024/8/7,田中湧士,36,胜,尤阳,179
2024/7/6,田中湧士,42,负,渡边航贵,18
2024/7/5,田中湧士,42,胜,伍家朗,22
2024/7/4,田中湧士,42,胜,杨灿,25
2024/7/3,田中湧士,42,胜,乔瓦尼·托蒂,80
2024/6/30,田中湧士,54,胜,雷兰曦,34
2024/6/29,田中湧士,54,胜,郑加恒,52
2024/6/28,田中湧士,54,胜,苏力扬,31
2024/6/27,田中湧士,54,胜,伊戈尔·科埃略,48
2024/6/26,田中湧士,54,胜,乔瓦尼·托蒂,76
2024/5/11,田中湧士,51,胜,亚历克斯·拉尼耶,38
2024/5/10,田中湧士,51,胜,马德斯·克里斯托弗森,54
2024/5/10,田中湧士,51,胜,  Panitchaphon TEERARATSAKUL,97
2024/5/9,田中湧士,51,胜,David KIM,
2024/5/9,田中湧士,51,胜,Markus BARTH,98
2024/3/29,田中湧士,50,负,王子维,24
2024/3/28,田中湧士,50,胜,朱利安·卡拉基,43
2024/3/27,田中湧士,50,胜,卡勒·科利约宁,59
2024/3/26,田中湧士,50,胜,阿尔维·法汉,58
2024/3/26,田中湧士,50,胜,卡伊·舍费尔,81
2024/3/20,田中湧士,50,负,戚又仁,38
2024/3/19,田中湧士,50,胜,马克·卡尔尤,48
2024/3/19,田中湧士,50,胜,卢卡斯·克拉尔布特,81
2024/3/17,田中湧士,60,胜,高桥洸士,70
2024/3/16,田中湧士,60,胜,雷兰曦,34
2024/3/15,田中湧士,60,胜,亚历克斯·拉尼耶,45
2024/3/14,田中湧士,60,胜,Sathish Kumar KARUNAKARAN,47
2024/3/13,田中湧士,60,胜,马克·卡尔尤,49
2023/11/8,田中湧士,51,负,谢萨·希伦·雷斯塔维托,56
2023/10/27,田中湧士,55,负,戚又仁,42
2023/10/27,田中湧士,55,胜,Mark Shelley ALCALA,107
2023/10/26,田中湧士,55,胜,吴英伦,120
